faculty,programme,programme_slug,um_title,onet_code,onet_title,mapping_method,gemini_confidence
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Industrial Pharmacist,29-1051.00,Pharmacists,gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Regulatory Affairs Officer,13-1041.07,Regulatory Affairs Specialists,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Pharmaceutical Sales Representative,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Research Scientist,,,unmapped,0.8
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Quality Control Analyst,19-4099.01,Quality Control Analysts,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Drug Safety Associate,13-1041.07,Regulatory Affairs Specialists,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Pharmacovigilance Officer,13-1041.07,Regulatory Affairs Specialists,gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Academic Lecturer,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Medical Science Liaison,29-9092.00,Genetic Counselors,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Formulation Scientist,19-2031.00,Chemists,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Production Pharmacist,29-1051.00,Pharmacists,gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Compounding Pharmacist,29-1051.00,Pharmacists,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Public Health Pharmacist,29-1051.00,Pharmacists,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Clinical Trials Coordinator,11-9121.01,Clinical Research Coordinators,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Healthcare Consultant,13-1111.00,Management Analysts,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Toxicologist,19-1042.00,"Medical Scientists, Except Epidemiologists",curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN CHEMISTRY,bachelor-of-science-in-chemistry,Pharmacy Benefits Analyst,13-1199.00,"Business Operations Specialists, All Other",gemini,0.7
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Ecologist,19-2041.03,Industrial Ecologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Conservation Biologist,19-1023.00,Zoologists and Wildlife Biologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Environmental Consultant,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Wildlife Biologist,19-1023.00,Zoologists and Wildlife Biologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Park Ranger,19-1031.03,Park Naturalists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Natural Resource Manager,19-1031.02,Range Managers,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Environmental Educator,19-1031.03,Park Naturalists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Biodiversity Researcher,19-1029.04,Biologists,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Marine Biologist,19-1029.04,Biologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Field Technician,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other",gemini,0.75
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Environmental Policy Analyst,19-2041.01,Climate Change Policy Analysts,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Ecotourism Guide,39-7011.00,Tour Guides and Escorts,gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Habitat Restoration Specialist,19-2041.02,Environmental Restoration Planners,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Forestry Officer,19-1032.00,Foresters,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Zoologist,19-1023.00,Zoologists and Wildlife Biologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Environmental Impact Assessor,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Sustainability Officer,13-1199.05,Sustainability Specialists,gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,GIS Analyst,15-1299.02,Geographic Information Systems Technologists and Technicians,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Climate Change Analyst,19-2041.01,Climate Change Policy Analysts,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ECOLOGY AND BIODIVERSITY,bachelor-of-science-in-ecology,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Physicist,19-2012.00,Physicists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Research Scientist,,,unmapped,0.8
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Data Analyst,19-3022.00,Survey Researchers,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Laboratory Technician,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",gemini,0.75
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Radiation Safety Officer,29-2033.00,Nuclear Medicine Technologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Medical Physicist,19-2012.00,Physicists,gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Physics Lecturer,25-1054.00,"Physics Teachers, Postsecondary",curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Instrumentation Engineer,17-2072.00,"Electronics Engineers, Except Computer",gemini,0.88
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Aerospace Technician,17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,gemini,0.98
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Systems Analyst,15-1211.00,Computer Systems Analysts,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Renewable Energy Specialist,13-1199.05,Sustainability Specialists,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Quality Control Analyst,19-4099.01,Quality Control Analysts,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Meteorologist,19-2021.00,Atmospheric and Space Scientists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Software Developer,15-1252.00,Software Developers,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Geophysicist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Nanotechnology Researcher,17-2199.09,Nanosystems Engineers,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Optical Engineer,17-2199.07,Photonics Engineers,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Materials Scientist,19-2032.00,Materials Scientists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Technical Consultant,15-1211.00,Computer Systems Analysts,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN PHYSICS,bachelor-of-science-in-physics,Scientific Writer,27-3042.00,Technical Writers,gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Environmental Consultant,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Sustainability Officer,13-1199.05,Sustainability Specialists,gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Environmental Scientist,19-2041.00,"Environmental Scientists and Specialists, Including Health",curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Conservation Officer,19-1031.00,Conservation Scientists,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Waste Management Specialist,13-1041.01,Environmental Compliance Inspectors,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Environmental Health and Safety Officer,19-5011.00,Occupational Health and Safety Specialists,gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Climate Change Analyst,19-2041.01,Climate Change Policy Analysts,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Environmental Compliance Inspector,13-1041.01,Environmental Compliance Inspectors,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Natural Resource Manager,19-1031.02,Range Managers,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Environmental Policy Analyst,19-2041.01,Climate Change Policy Analysts,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Renewable Energy Consultant,13-1199.05,Sustainability Specialists,gemini,0.8
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Environmental Educator,19-1031.03,Park Naturalists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Ecologist,19-2041.03,Industrial Ecologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Water Resource Specialist,11-9121.02,Water Resource Specialists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Air Quality Analyst,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Environmental Impact Assessor,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Corporate Social Responsibility (CSR) Manager,11-2032.00,Public Relations Managers,gemini,0.8
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Green Building Consultant,13-1199.05,Sustainability Specialists,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,Environmental Auditor,13-1041.01,Environmental Compliance Inspectors,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN ENVIRONMENTAL MANAGEMENT,bachelor-of-science-in-environment,GIS Analyst (Environmental Applications),15-1299.02,Geographic Information Systems Technologists and Technicians,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Geologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Hydrogeologist,19-2043.00,Hydrologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Engineering Geologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Environmental Geologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Petroleum Geologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Mining Geologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Geophysicist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Geological Consultant,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Seismologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Exploration Geologist,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Geotechnical Engineer,17-2051.00,Civil Engineers,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Soil Scientist,19-1013.00,Soil and Plant Scientists,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Remote Sensing Specialist,19-2099.01,Remote Sensing Scientists and Technologists,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,GIS Analyst,15-1299.02,Geographic Information Systems Technologists and Technicians,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Natural Resource Manager,19-1031.02,Range Managers,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Groundwater Consultant,19-2043.00,Hydrologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Environmental Consultant,19-2041.00,"Environmental Scientists and Specialists, Including Health",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Drilling Engineer,17-2171.00,Petroleum Engineers,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Geological Surveyor,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN APPLIED GEOLOGY,bachelor-of-science-in-applied-geology,Earth Science Educator,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Biochemist,19-1021.00,Biochemists and Biophysicists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Biomedical Scientist,19-1042.00,"Medical Scientists, Except Epidemiologists",gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Clinical Research Associate,11-9121.01,Clinical Research Coordinators,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Laboratory Technician,19-4099.00,"Life, Physical, and Social Science Technicians, All Other",gemini,0.75
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Pharmaceutical Scientist,19-1042.00,"Medical Scientists, Except Epidemiologists",gemini,0.9
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Toxicologist,19-1042.00,"Medical Scientists, Except Epidemiologists",curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Geneticist,19-1029.03,Geneticists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Research Scientist,,,unmapped,0.8
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Biotechnology Consultant,13-1199.00,"Business Operations Specialists, All Other",gemini,0.75
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Forensic Scientist,19-4092.00,Forensic Science Technicians,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Quality Control Analyst,19-4099.01,Quality Control Analysts,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Food Safety Analyst,19-4099.01,Quality Control Analysts,gemini,0.85
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Molecular Biologist,19-1029.02,Molecular and Cellular Biologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Microbiologist,19-1022.00,Microbiologists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Environmental Scientist,19-2041.00,"Environmental Scientists and Specialists, Including Health",curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Medical Science Liaison,29-9092.00,Genetic Counselors,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Health and Safety Officer,19-5011.00,Occupational Health and Safety Specialists,gemini,0.95
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Science Communicator,27-3042.00,Technical Writers,gemini,0.8
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Regulatory Affairs Specialist,13-1041.07,Regulatory Affairs Specialists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN BIOCHEMISTRY,bachelor-of-science-in-biochemistry,Academic Researcher,25-1199.00,"Postsecondary Teachers, All Other",gemini,0.75
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Data Analyst,19-3022.00,Survey Researchers,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Statistician,15-2041.00,Statisticians,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Actuary,15-2011.00,Actuaries,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Financial Analyst,13-2051.00,Financial and Investment Analysts,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Operations Research Analyst,15-2031.00,Operations Research Analysts,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Mathematician,15-2021.00,Mathematicians,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Risk Analyst,13-2054.00,Financial Risk Specialists,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Quantitative Analyst,13-2099.01,Financial Quantitative Analysts,curated,
FACULTY OF SCIENCE,BACHELOR OF SCIENCE IN MATHEMATICS,bachelor-of-science-of-mathematics,Data Scientist,15-2051.00,Data Scientists,curated,
